CONTROL;SHIPMONTH;WEIGHT;WGTADJ;REGION;SECTIONS;STATUS;PRICE;SQFT;BEDROOMS;TITLED;LOCATION;FOUNDATION;SECURED;JSTATUS;JPRICE;JSQFT;JBEDROOM;JTITLE;JLOCATION;JFOUNDATION;JSECURED
19050213;201905;10,7842;1,0606;4;2;2;92000;1200;3;2;1;2;1;R;R;R;R;R;R;R;R
19050214;201905;10,7842;1,0606;4;2;2;99000;1600;1;2;1;2;1;I;I;I;I;I;I;I;I
19050215;201905;10,7842;1,0606;4;2;2;79000;1600;3;1;1;3;1;R;R;R;R;R;R;R;R
19050216;201905;10,7842;1,0606;4;2;2;109000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19050217;201905;6,9167;1,0606;1;2;2;87000;1700;3;2;3;2;1;R;R;R;R;R;R;R;R
19050218;201905;6,9167;1,0606;1;2;2;79000;1100;3;2;3;3;1;R;R;R;R;R;R;R;R
19050219;201905;6,9167;1,0606;1;2;2;55000;1200;3;2;1;3;1;R;R;R;R;R;R;R;R
19050220;201905;6,9167;1,0606;1;2;2;102000;1600;3;2;3;2;1;R;R;R;R;R;R;R;R
19050221;201905;6,9167;1,0606;1;2;2;70000;1600;3;2;1;3;1;R;R;R;R;R;R;R;R
19050222;201905;29,1179;1,0606;3;2;2;93000;1300;3;2;3;3;1;I;I;I;I;I;I;I;I
19050223;201905;29,1179;1,0606;3;2;2;84000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19050224;201905;7,3591;1,0606;2;2;2;96000;1500;3;2;1;3;1;I;I;I;I;I;I;I;I
19050225;201905;7,3591;1,0606;2;2;2;99000;1600;3;1;1;3;1;R;I;I;I;I;I;I;I
19050226;201905;7,3591;1,0606;2;2;2;54000;1500;3;2;3;3;1;R;R;R;R;R;R;R;R
19050227;201905;29,1179;1,0606;3;2;2;93000;1300;3;2;3;3;1;I;I;I;I;I;I;I;I
19050228;201905;10,7842;1,0606;4;2;2;93000;1300;3;1;3;3;1;I;I;I;I;I;I;I;I
19050229;201905;10,7842;1,0606;4;2;2;123000;2500;3;1;3;3;1;I;I;I;I;I;I;I;I
19050230;201905;10,7842;1,0606;4;2;2;104000;1700;3;2;3;3;1;I;I;I;I;I;I;I;I
19050231;201905;6,9167;1,0606;1;2;2;86000;1100;3;2;1;3;1;I;I;I;I;I;I;I;I
19050232;201905;6,9167;1,0606;1;2;2;190000;1700;3;3;1;3;1;R;R;R;R;R;R;R;R
19050233;201905;6,9167;1,0606;1;2;2;78000;1600;3;2;1;2;1;R;R;R;R;R;R;R;R
19050234;201905;6,9167;1,0606;1;2;2;107000;1300;1;2;1;2;1;R;R;R;R;R;R;R;R
19050235;201905;6,9167;1,0606;1;2;2;63000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19050236;201905;6,9167;1,0606;1;2;2;93000;1300;1;2;1;3;1;R;I;I;I;I;R;I;I
19050237;201905;6,9167;1,0606;1;2;2;95000;1400;3;1;1;3;1;R;I;I;I;I;R;I;I
19050238;201905;6,9167;1,0606;1;2;2;109000;1700;3;1;1;2;1;R;R;R;R;R;R;R;R
19050239;201905;29,1179;1,0606;3;2;2;90000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19050240;201905;29,1179;1,0606;3;2;2;75000;1900;3;2;3;2;1;R;R;R;R;R;R;R;R
19050241;201905;29,1179;1,0606;3;2;2;63000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19050242;201905;29,1179;1,0606;3;2;2;103000;1700;3;2;3;2;1;R;I;R;R;R;R;R;R
19050243;201905;29,1179;1,0606;3;2;2;78000;1900;3;2;3;3;1;R;R;R;R;R;R;R;R
19050244;201905;29,1179;1,0606;3;2;2;86000;1700;3;2;3;3;1;R;R;R;R;R;R;R;R
19050245;201905;29,1179;1,0606;3;2;2;94000;2200;3;2;1;3;1;R;R;R;R;R;R;R;R
19050246;201905;29,1179;1,0606;3;2;2;52000;1600;3;1;3;3;1;R;R;R;R;R;R;R;R
19050247;201905;29,1179;1,0606;3;2;2;117000;2100;3;2;3;3;1;R;R;R;R;R;R;R;R
19050248;201905;29,1179;1,0606;3;2;2;107000;1600;3;2;1;3;1;R;R;R;R;R;R;R;R
19050249;201905;29,1179;1,0606;3;2;2;88000;2100;3;2;3;2;1;R;R;R;R;R;R;R;R
19050250;201905;29,1179;1,0606;3;2;2;115000;2100;3;2;3;3;1;I;I;I;I;I;I;I;I
19050251;201905;29,1179;1,0606;3;2;2;126000;2500;3;2;3;3;1;I;I;I;I;I;I;I;I
19050252;201905;29,1179;1,0606;3;2;2;63000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19050253;201905;29,1179;1,0606;3;2;2;82000;1800;3;2;3;3;1;R;R;R;R;R;R;R;R
19050254;201905;29,1179;1,0606;3;2;2;93000;1800;3;2;3;2;1;R;R;R;R;R;R;R;R
19050255;201905;29,1179;1,0606;3;2;2;111000;2000;3;2;3;2;1;I;I;I;I;I;I;I;I
19050256;201905;29,1179;1,0606;3;2;2;143000;2500;3;2;3;3;1;R;R;R;R;R;R;R;R
19050257;201905;29,1179;1,0606;3;2;2;69000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19050258;201905;29,1179;1,0606;3;2;2;63000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19050259;201905;29,1179;1,0606;3;2;2;52000;1300;3;2;3;3;1;R;R;R;R;R;R;R;R
19050260;201905;29,1179;1,0606;3;2;2;93000;1300;3;2;3;3;1;I;I;I;I;I;I;I;I
19050261;201905;7,3591;1,0606;2;2;2;100000;1600;3;2;3;3;1;R;R;R;R;R;R;R;R
19050262;201905;29,1179;1,0606;3;2;2;115000;2100;3;1;3;1;9;I;I;I;I;I;I;I;I
19050263;201905;10,7842;1,0606;4;2;2;88000;1400;3;2;3;1;9;R;R;R;R;R;R;R;R
19050264;201905;10,7842;1,0606;4;2;2;79000;1700;3;1;3;1;9;R;R;R;R;R;R;R;R
19050265;201905;10,7842;1,0606;4;2;2;79000;1300;3;1;3;1;9;R;R;R;R;R;R;R;R
19050266;201905;10,7842;1,0606;4;2;2;60000;930;1;2;3;1;9;R;R;R;R;R;R;R;R
19050267;201905;10,7842;1,0606;4;2;2;88000;1400;3;1;3;1;9;R;R;R;R;R;R;R;R
19050268;201905;10,7842;1,0606;4;2;2;135000;1500;3;1;1;1;9;R;R;R;R;R;R;R;R
19050269;201905;10,7842;1,0606;4;2;2;175000;2200;3;2;3;1;9;R;R;R;R;R;R;R;R
19050270;201905;10,7842;1,0606;4;2;2;76000;1600;3;2;3;1;9;R;R;R;R;R;I;I;R
19050271;201905;10,7842;1,0606;4;2;2;101000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19050272;201905;10,7842;1,0606;4;2;2;115000;2100;3;2;3;1;9;I;I;I;I;I;I;I;I
19050273;201905;10,7842;1,0606;4;2;2;114000;2100;1;1;3;1;9;I;I;I;I;I;I;I;I
19050274;201905;10,7842;1,0606;4;2;2;83000;930;1;3;3;1;9;I;I;I;I;I;I;I;I
19050275;201905;7,1895;1,0606;5;3;2;207000;2400;3;1;3;1;9;R;R;R;R;R;R;R;R
19050276;201905;10,7842;1,0606;4;2;2;95000;1400;1;1;3;1;9;I;I;I;I;I;I;I;I
19050277;201905;10,7842;1,0606;4;2;2;93000;1300;3;2;3;1;9;I;I;I;I;I;I;I;I
19050278;201905;10,7842;1,0606;4;2;2;100000;1200;3;2;3;1;9;R;R;R;R;I;R;R;R
19050279;201905;10,7842;1,0606;4;2;2;60000;1800;1;1;3;1;9;R;R;R;R;R;R;R;R
19050280;201905;10,7842;1,0606;4;2;2;89000;1500;3;1;3;1;9;R;R;R;R;R;R;R;R
19050281;201905;7,1895;1,0606;5;3;2;203000;3000;3;1;3;1;9;R;R;R;R;R;R;R;R
19050282;201905;10,7842;1,0606;4;2;2;134000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19050283;201905;10,7842;1,0606;4;2;2;152000;1100;3;2;3;1;9;R;R;R;R;R;R;R;R
19050284;201905;6,9167;1,0606;1;2;2;256000;1600;1;2;1;1;9;R;R;R;R;R;R;R;R
19050285;201905;6,9167;1,0606;1;2;2;101000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19050286;201905;29,1179;1,0606;3;2;2;164000;1400;1;2;1;1;9;R;R;R;R;R;R;R;R
19050287;201905;29,1179;1,0606;3;2;2;93000;1300;3;1;3;1;9;I;I;I;I;I;I;I;I
19050288;201905;29,1179;1,0606;3;2;2;106000;1800;3;1;3;1;9;I;I;I;I;I;I;I;I
19050289;201905;10,7842;1,0606;4;2;2;174000;2500;3;1;1;1;9;R;R;R;R;R;R;R;R
19050290;201905;10,7842;1,0606;4;2;2;88000;1200;1;1;1;1;9;R;I;I;I;I;I;I;R
19050291;201905;10,7842;1,0606;4;2;2;88000;1200;3;3;1;1;9;R;I;I;I;I;R;I;R
19050292;201905;7,3591;1,0606;2;2;2;103000;1700;3;2;3;1;9;R;I;R;R;R;R;R;R
19050293;201905;7,3591;1,0606;2;2;2;103000;1700;3;2;3;1;9;R;I;R;R;R;R;R;R
19050294;201905;7,3591;1,0606;2;2;2;88000;1200;3;1;1;1;9;R;I;I;I;I;R;I;R
19050295;201905;7,3591;1,0606;2;2;2;124000;2400;3;2;1;1;9;I;I;I;I;I;I;I;I
19050296;201905;29,1179;1,0606;3;2;2;124000;2500;3;2;3;1;9;R;R;R;R;R;R;R;R
19050297;201905;29,1179;1,0606;3;2;2;92000;2100;3;1;3;1;9;R;R;R;R;R;R;R;R
19050298;201905;29,1179;1,0606;3;2;2;71000;1500;3;1;3;1;9;R;R;R;R;R;R;R;R
19050299;201905;29,1179;1,0606;3;2;2;84000;1700;3;1;3;1;9;R;R;R;R;R;R;R;R
19050300;201905;29,1179;1,0606;3;2;2;86000;1700;3;2;3;1;9;R;R;R;R;R;R;R;R
19050301;201905;7,3591;1,0606;2;2;2;162000;1800;3;2;1;1;9;R;R;R;R;R;R;R;R
19050302;201905;7,3591;1,0606;2;2;2;96000;1500;3;2;1;1;9;R;I;R;R;R;R;R;R
19050303;201905;7,3591;1,0606;2;2;2;162000;1800;3;2;1;1;9;R;R;R;R;R;R;R;R
19050304;201905;7,3591;1,0606;2;2;2;162000;2200;3;1;3;1;9;R;R;R;R;R;R;R;R
19050305;201905;6,9167;1,0606;1;2;2;103000;1700;3;2;1;1;9;I;I;I;I;I;I;I;I
19050306;201905;6,9167;1,0606;1;2;2;9;1200;3;3;1;1;9;R;9;R;R;R;R;R;R
19050307;201905;6,9167;1,0606;1;2;2;75000;1500;3;1;3;1;9;R;R;R;R;R;R;R;R
19050308;201905;6,9167;1,0606;1;2;2;256000;1400;3;2;1;1;9;R;R;R;R;R;R;R;R
19050309;201905;6,9167;1,0606;1;2;2;96000;1500;3;3;3;1;9;I;I;I;I;I;I;I;I
19050310;201905;29,1179;1,0606;3;2;2;52000;1300;3;2;1;1;9;R;R;R;R;R;R;R;R
19050311;201905;29,1179;1,0606;3;2;2;76000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19050312;201905;29,1179;1,0606;3;2;2;90000;1600;3;2;3;1;9;R;R;R;R;R;R;R;R
19050313;201905;29,1179;1,0606;3;2;2;110000;2000;3;2;3;1;9;R;R;R;R;R;R;R;R
19050314;201905;29,1179;1,0606;3;2;2;92000;1100;1;1;1;1;9;R;R;R;R;R;R;R;R
19050315;201905;29,1179;1,0606;3;2;2;52000;1800;3;2;1;1;9;R;R;R;R;R;R;R;R
